candle_start_time_ist,candle_end_time_ist,checked_time_ist,pair,timeframe,open,high,low,close,volume,body,range,body_ratio,body_ratio_percent,true_range,atr14,required_body,condition_1,condition_2,final_signal,signal_text
2026-09-12 14:15:00,2026-09-12 14:30:00,2026-09-12 14:32:25,B-BTC_USDT,15m,77350.83,77374.01,77342.26,77360.01,30.51927,9.179999999993015,31.75,0.28913385826749655,28.913385826749654,31.75,47.832857142856355,57.39942857142763,False,False,False,NO SIGNAL
