open,high,low,volume,close,time,body,range,body_ratio,true_range,atr14,required_body,condition_1,condition_2,final_signal
77160.83,77323.82,77116.0,39.86454,77323.82,1789070400000,162.99000000000524,207.82000000000698,0.7842844769512066,207.82000000000698,179.8371428571398,215.80457142856775,False,True,False
77323.82,77347.45,77256.0,36.82975,77277.8,1789071300000,46.020000000004075,91.44999999999709,0.5032258064516735,91.44999999999709,172.79642857142608,207.3557142857113,False,False,False
77277.8,77298.01,77234.0,26.67886,77298.01,1789072200000,20.20999999999185,64.00999999999476,0.31573191688788477,64.00999999999476,168.91571428571064,202.69885714285275,False,False,False
77298.01,77305.13,77221.64,38.80064,77268.08,1789073100000,29.929999999993015,83.49000000000524,0.35848604623297564,83.49000000000524,160.29214285713948,192.35057142856738,False,False,False
77268.08,77303.02,77223.36,48.77498,77258.01,1789074000000,10.070000000006985,79.66000000000349,0.12641225207138518,79.66000000000349,148.52357142856843,178.22828571428212,False,False,False
77258.01,77258.01,77200.0,34.53536,77230.69,1789074900000,27.319999999992433,58.00999999999476,0.47095328391647817,58.00999999999476,144.98857142856806,173.98628571428168,False,False,False
77230.69,77238.01,77100.02,85.3059,77158.01,1789075800000,72.68000000000757,137.9899999999907,0.5267048336836907,137.9899999999907,129.31642857142495,155.17971428570993,False,False,False
77158.01,77201.84,77130.0,99.63885,77144.0,1789076700000,14.009999999994761,71.83999999999651,0.1950167037861281,71.83999999999651,122.70714285713932,147.24857142856717,False,False,False
77144.01,77191.69,77080.0,65.12202,77144.01,1789077600000,0.0,111.69000000000233,0.0,111.69000000000233,122.39857142856843,146.8782857142821,False,False,False
77144.01,77218.01,77070.0,32.93219,77070.01,1789078500000,74.0,148.00999999999476,0.49996621849876777,148.00999999999476,118.79357142856836,142.55228571428202,False,False,False
77070.0,77082.57,76830.0,89.48748,76862.99,1789079400000,207.00999999999476,252.57000000000698,0.8196143643345964,252.57000000000698,128.1192857142835,153.7431428571402,True,True,True
76862.99,76970.84,76817.6,65.92395,76836.45,1789080300000,26.54000000000815,153.2399999999907,0.17319237796926235,153.2399999999907,129.49999999999793,155.3999999999975,False,False,False
76836.45,76876.31,76501.44,339.6936,76516.23,1789081200000,320.22000000000116,374.86999999999534,0.8542161282578098,374.86999999999534,143.5349999999983,172.24199999999794,True,True,True
76516.23,76790.91,76464.0,248.19135,76734.29,1789082100000,218.05999999999767,326.9100000000035,0.6670337401731221,326.9100000000035,154.39714285714166,185.27657142856998,True,True,True
76734.29,76821.92,76710.63,78.79498,76776.71,1789083000000,42.420000000012806,111.2899999999936,0.3811663222213608,111.2899999999936,147.50214285714068,177.0025714285688,False,False,False
76776.71,76782.54,76544.17,130.81088,76568.72,1789083900000,207.99000000000524,238.36999999999534,0.8725510760582679,238.36999999999534,157.9964285714263,189.59571428571155,True,True,True
76568.73,76851.6,76563.01,158.30433,76818.09,1789084800000,249.36000000000058,288.59000000001106,0.8640632038531862,288.59000000001106,174.037857142856,208.84542857142722,True,True,True
76818.08,76876.31,76772.81,238.63084,76848.85,1789085700000,30.770000000004075,103.5,0.2972946859903775,103.5,175.46714285714137,210.56057142856963,False,False,False
76848.85,76848.86,76686.09,77.7435,76762.37,1789086600000,86.48000000001048,162.77000000000407,0.5313018369478916,162.77000000000407,181.40357142856996,217.68428571428396,False,False,False
76762.38,76939.8,76741.76,64.27014,76908.59,1789087500000,146.20999999999185,198.04000000000815,0.7382851949100476,198.04000000000815,191.4057142857138,229.68685714285655,False,True,False
76908.59,77000.0,76890.56,63.96368,76901.29,1789088400000,7.30000000000291,109.44000000000233,0.06670321637429417,109.44000000000233,189.3664285714289,227.23971428571468,False,False,False
76901.3,76957.45,76795.93,85.84722,76813.09,1789089300000,88.2100000000064,161.52000000000407,0.5461243189698128,161.52000000000407,195.77214285714373,234.92657142857246,False,False,False
76813.08,76918.16,76670.57,142.60785,76891.61,1789090200000,78.52999999999884,247.5899999999965,0.31717759198675205,247.5899999999965,205.47928571428616,246.5751428571434,False,False,False
76891.62,76971.44,76800.23,94.55808,76971.43,1789091100000,79.80999999999767,171.2100000000064,0.46615267799774945,171.2100000000064,207.13642857142986,248.56371428571583,False,False,False
76971.44,77013.62,76900.0,133.36599,76990.0,1789092000000,18.55999999999767,113.61999999999534,0.16335152261924338,113.61999999999534,197.21142857142902,236.6537142857148,False,False,False
76990.01,76990.01,76769.69,68.50395,76809.51,1789092900000,180.5,220.31999999999243,0.8192628903413498,220.31999999999243,202.00285714285772,242.40342857142926,False,True,False
76809.5,76925.68,76782.42,43.7016,76868.39,1789093800000,58.88999999999942,143.25999999999476,0.411070780399285,143.25999999999476,185.45928571428627,222.5511428571435,False,False,False
76868.4,76933.33,76806.29,51.91869,76838.68,1789094700000,29.720000000001164,127.04000000000815,0.23394206549117805,127.04000000000815,171.182857142858,205.41942857142962,False,False,False
76838.68,76897.54,76705.88,267.2128,76883.03,1789095600000,44.35000000000582,191.65999999998894,0.23139935302101836,191.65999999998894,176.92357142857196,212.30828571428634,False,False,False
76883.04,76895.73,76763.32,68.19741,76824.33,1789096500000,58.70999999999185,132.40999999998894,0.44339551393396837,132.40999999998894,169.35500000000008,203.22600000000008,False,False,False
76824.32,76897.54,76702.7,468.20139,76874.17,1789097400000,49.84999999999127,194.8399999999965,0.25585095462939933,194.8399999999965,162.65857142857047,195.19028571428456,False,False,False
76874.17,76896.12,76770.56,163.96948,76891.8,1789098300000,17.630000000004657,125.55999999999767,0.14041095890414929,125.55999999999767,164.2342857142846,197.08114285714151,False,False,False
76891.81,76999.99,76889.23,170.50173,76982.31,1789099200000,90.5,110.76000000000931,0.8170819790537414,110.76000000000931,160.51928571428496,192.62314285714194,False,True,False
76982.32,77189.78,76946.43,115.46247,77183.41,1789100100000,201.0899999999965,243.35000000000582,0.8263406615984865,243.35000000000582,163.75571428571337,196.50685714285603,True,True,True
77183.41,77196.01,77088.06,49.60199,77096.01,1789101000000,87.40000000000873,107.94999999999709,0.8096340898565177,107.94999999999709,163.64928571428442,196.3791428571413,False,True,False
77096.01,77146.32,77096.0,35.09578,77114.01,1789101900000,18.0,50.320000000006985,0.35771065182824924,50.320000000006985,155.7064285714275,186.84771428571298,False,False,False
77114.01,77159.38,77069.06,52.66099,77143.6,1789102800000,29.59000000001106,90.32000000000698,0.3276129317981485,90.32000000000698,144.4728571428568,173.36742857142818,False,False,False
77143.6,77150.01,77092.01,63.33169,77101.31,1789103700000,42.29000000000815,58.0,0.7291379310346232,58.0,136.38642857142779,163.66371428571333,False,True,False
77101.3,77188.47,77080.01,74.09185,77188.47,1789104600000,87.16999999999825,108.4600000000064,0.8037064355522138,108.4600000000064,136.01785714285714,163.22142857142856,False,True,False
77188.46,77252.88,77163.74,94.35863,77252.86,1789105500000,64.39999999999418,89.13999999999942,0.7224590531747207,89.13999999999942,126.64785714285765,151.97742857142916,False,True,False
77252.87,77431.48,77229.05,157.88041,77410.01,1789106400000,157.13999999999942,202.42999999999302,0.7762683396729972,202.42999999999302,130.8742857142861,157.0491428571433,True,True,True
77410.0,77410.01,77260.0,132.68146,77276.01,1789107300000,133.99000000000524,150.00999999999476,0.8932071195254311,150.00999999999476,132.51499999999942,159.0179999999993,False,True,False
77276.0,77276.01,77182.0,94.08893,77238.7,1789108200000,37.30000000000291,94.00999999999476,0.39676630145734487,94.00999999999476,125.53999999999984,150.6479999999998,False,False,False
77238.7,77298.01,77238.7,20.53121,77298.01,1789109100000,59.30999999999767,59.30999999999767,1.0,59.30999999999767,120.31857142857189,144.38228571428627,False,True,False
77298.01,77397.61,77291.6,42.05594,77323.37,1789110000000,25.360000000000582,106.00999999999476,0.23922271483824012,106.00999999999476,113.97357142857176,136.7682857142861,False,False,False
77323.37,77403.19,77300.0,94.82538,77336.01,1789110900000,12.639999999999418,103.19000000000233,0.12249248958231547,103.19000000000233,112.37571428571495,134.85085714285793,False,False,False
77336.01,77347.59,77250.05,166.09365,77263.82,1789111800000,72.18999999998778,97.5399999999936,0.7401066229238519,97.5399999999936,111.43142857142811,133.71771428571373,False,True,False
77263.83,77263.85,77203.73,132.04746,77230.7,1789112700000,33.13000000000466,60.120000000009895,0.5510645375914704,60.120000000009895,98.34357142857127,118.01228571428551,False,False,False
77230.7,77270.02,77144.59,68.09459,77182.0,1789113600000,48.69999999999709,125.43000000000757,0.3882643705652089,125.43000000000757,99.59214285714344,119.51057142857212,False,False,False
77182.0,77465.46,77182.0,87.56362,77384.92,1789114500000,202.91999999999825,283.4600000000064,0.7158682000987571,283.4600000000064,116.24500000000054,139.49400000000065,True,True,True
77384.92,77500.0,77362.49,88.48547,77424.0,1789115400000,39.080000000001746,137.50999999999476,0.2841975129081757,137.50999999999476,119.61571428571395,143.53885714285673,False,False,False
77424.0,77424.01,77330.0,49.86328,77364.93,1789116300000,59.070000000006985,94.00999999999476,0.6283374109138419,94.00999999999476,122.18785714285643,146.6254285714277,False,True,False
77364.94,77370.01,77266.0,84.79612,77284.01,1789117200000,80.93000000000757,104.00999999999476,0.7780982597828251,104.00999999999476,121.86999999999846,146.24399999999815,False,True,False
77284.0,77300.01,77150.0,106.3214,77150.01,1789118100000,133.99000000000524,150.00999999999476,0.8932071195254311,150.00999999999476,126.21785714285527,151.46142857142632,False,True,False
77150.01,77164.01,76865.58,232.68646,76964.22,1789119000000,185.7899999999936,298.429999999993,0.6225580538149581,298.429999999993,133.07499999999814,159.68999999999775,True,True,True
76964.23,77067.64,76964.23,128.74752,77042.0,1789119900000,77.77000000000407,103.41000000000349,0.7520549269896668,103.41999999999825,129.74714285714123,155.69657142856946,False,True,False
77042.0,77163.25,76968.4,106.27427,77082.01,1789120800000,40.00999999999476,194.85000000000582,0.20533743905565083,194.85000000000582,136.94999999999916,164.33999999999898,False,False,False
77082.01,77149.82,77038.0,96.12926,77041.73,1789121700000,40.279999999998836,111.82000000000698,0.3602217850115929,111.82000000000698,140.70071428571413,168.84085714285695,False,False,False
77041.74,77058.72,76966.0,104.12244,77017.38,1789122600000,24.360000000000582,92.72000000000116,0.2627264883520306,92.72000000000116,139.75142857142887,167.70171428571464,False,False,False
77017.38,77040.63,76993.24,99.65353,76993.25,1789123500000,24.130000000004657,47.38999999999942,0.5091791517198766,47.38999999999942,135.76571428571438,162.91885714285726,False,False,False
76993.25,77000.0,76761.28,157.59908,76786.0,1789124400000,207.25,238.72000000000116,0.8681719168900762,238.72000000000116,145.85000000000062,175.02000000000075,True,True,True
76786.01,76912.01,76746.95,97.13268,76850.65,1789125300000,64.63999999999942,165.05999999999767,0.39161517024112646,165.05999999999767,153.34571428571402,184.0148571428568,False,False,False
76850.66,76906.14,76800.0,69.00905,76906.14,1789126200000,55.479999999995925,106.13999999999942,0.5227058601846263,106.13999999999942,151.9678571428563,182.36142857142755,False,False,False
76906.13,77049.25,76902.0,97.12834,77036.12,1789127100000,129.9899999999907,147.25,0.8827843803055395,147.25,142.23857142857014,170.68628571428417,False,True,False
77036.12,77125.0,76900.96,145.84393,76924.46,1789128000000,111.65999999998894,224.0399999999936,0.4983931440813789,224.0399999999936,148.41928571428434,178.1031428571412,False,False,False
76924.46,77417.15,76906.0,308.67571,77095.12,1789128900000,170.65999999998894,511.1499999999942,0.3338745964980747,511.1499999999942,178.21499999999858,213.8579999999983,False,False,False
77094.01,77700.48,76046.58,2244.67342,77590.01,1789129800000,496.0,1653.8999999999942,0.2998972126488916,1653.8999999999942,288.9214285714271,346.70571428571253,True,False,False
77590.01,78148.74,77566.3,831.9507,78032.99,1789130700000,442.9800000000105,582.4400000000023,0.7605590275393324,582.4400000000023,319.8092857142848,383.77114285714174,True,True,True
78032.98,78032.99,77558.29,495.77557,77726.0,1789131600000,306.9799999999959,474.70000000001164,0.6466821150199882,474.70000000001164,332.40000000000043,398.8800000000005,False,True,False
77726.0,77836.0,77508.35,267.0338,77526.01,1789132500000,199.99000000000524,327.6499999999942,0.6103769265985314,327.6499999999942,348.4164285714287,418.0997142857144,False,True,False
77526.0,77938.06,77253.8,590.21202,77877.29,1789133400000,351.2899999999936,684.2599999999948,0.513386724344542,684.2599999999948,383.37428571428507,460.04914285714204,False,False,False
77877.29,79333.0,77758.0,1098.64033,79242.56,1789134300000,1365.270000000004,1575.0,0.8668380952380978,1575.0,487.88714285714167,585.46457142857,True,True,True
79242.56,79890.0,78815.84,1057.95364,79065.47,1789135200000,177.0899999999965,1074.1600000000035,0.16486370745512394,1074.1600000000035,557.989999999999,669.5879999999987,False,False,False
79065.46,79189.18,78949.06,328.25878,79048.0,1789136100000,17.460000000006403,240.11999999999534,0.07271364317843887,240.11999999999534,571.7564285714273,686.1077142857126,False,False,False
79048.01,79048.01,78558.27,341.65611,78652.01,1789137000000,396.0,489.7399999999907,0.8085923142892301,489.7399999999907,589.6864285714265,707.6237142857118,False,True,False
78652.01,78872.01,78509.09,259.17779,78798.51,1789137900000,146.5,362.91999999999825,0.4036702303537989,362.91999999999825,603.8192857142838,724.5831428571405,False,False,False
78798.4,78849.98,78509.09,227.62352,78512.23,1789138800000,286.16999999999825,340.8899999999994,0.8394790108246025,340.8899999999994,620.5871428571409,744.704571428569,False,True,False
78512.23,78780.63,78483.73,191.10214,78720.76,1789139700000,208.52999999999884,296.90000000000873,0.7023576961939801,296.90000000000873,631.2764285714272,757.5317142857126,False,True,False
78720.75,78836.01,78652.0,176.74353,78652.01,1789140600000,68.74000000000524,184.00999999999476,0.3735666539862355,184.00999999999476,628.4171428571416,754.1005714285699,False,False,False
78652.0,78658.01,77303.0,768.98919,77732.25,1789141500000,919.75,1355.0099999999948,0.6787772783964721,1355.0099999999948,688.6928571428559,826.4314285714271,True,True,True
77732.25,78068.01,77661.27,263.81149,77799.9,1789142400000,67.64999999999418,406.7399999999907,0.16632246644046744,406.7399999999907,599.6099999999985,719.5319999999982,False,False,False
77799.9,77835.69,77381.88,426.33722,77668.61,1789143300000,131.2899999999936,453.8099999999977,0.28930609726536277,453.8099999999977,590.422142857141,708.5065714285691,False,False,False
77668.61,77798.01,77542.0,139.77414,77798.01,1789144200000,129.39999999999418,256.00999999999476,0.5054490058981947,256.00999999999476,574.8014285714255,689.7617142857106,False,False,False
77798.01,77948.7,77798.0,111.06789,77946.38,1789145100000,148.3700000000099,150.6999999999971,0.9845388188454729,150.6999999999971,562.16214285714,674.594571428568,False,True,False
